index,sensor_id,latitude,longitude,mean_speed,congestion_rate,prediction_mae,congestion_level
54,773953,34.15522,-118.29344,-0.08991471,0.22084367245657568,0.18234771490097046,Medium
55,767470,34.15699,-118.22436,0.0023118283,0.1169172383593636,0.1487034261226654,Medium
56,716955,34.09579,-118.24427,-1.6213714,0.9127134724857685,0.2506425976753235,Critical
57,764949,34.12881,-118.34684,-0.1937999,0.2141293241862502,0.14685145020484924,Medium
58,773954,34.15544,-118.29344,0.004185221,0.15895489709531455,0.20980246365070343,Medium
59,767366,34.21216,-118.47341,0.0099430485,0.13165961173551308,0.16444915533065796,Medium
60,769444,34.15555,-118.43908,-0.8974988,0.535396292512042,0.2193121612071991,Critical
61,773939,34.15297,-118.37226,-0.38542047,0.34141001313676833,0.29827407002449036,High
62,774067,34.15362,-118.28441,-0.10794664,0.2155889651145818,0.34714677929878235,Medium
63,769443,34.15574,-118.43931,-0.7616908,0.482557290906437,0.23945599794387817,Critical
64,767750,34.09335,-118.20635,0.19793175,0.13443292949934316,0.17087307572364807,Medium
65,767751,34.09335,-118.20616,0.10404194,0.10991096190337177,0.19811417162418365,Medium
66,767610,34.18555,-118.21766,0.15408796,0.13851992409867173,0.1664169579744339,Medium
67,773880,34.15367,-118.3484,0.29260296,0.11998248430886002,0.16703172028064728,Medium
68,764766,34.13338,-118.3535,0.12910634,0.2144212523719165,0.1728273630142212,Medium
69,717497,34.15685,-118.41456,-0.13778609,0.3055028462998102,0.24479472637176514,High
70,717490,34.14745,-118.37124,-0.7009291,0.39994161436286674,0.15024583041667938,High
71,717491,34.14761,-118.3711,-0.5642715,0.34681068457159536,0.13947194814682007,High
72,717492,34.15459,-118.37935,-0.17752977,0.27470442271201284,0.26636654138565063,High
73,717493,34.15434,-118.39618,-0.44982606,0.45321850824697124,0.23876917362213135,Critical
74,765176,34.13286,-118.35135,0.12270978,0.21909210334257773,0.154449462890625,Medium
75,717498,34.15571,-118.43273,-0.60283226,0.4103050649540213,0.2092447280883789,Critical
76,717499,34.15666,-118.44808,-0.4681491,0.3907458765143775,0.2442048043012619,High
77,765171,34.16789,-118.46896,-0.48920515,0.3192234710261276,0.2703806757926941,High
78,718064,34.11296,-118.24489,0.18111683,0.1678587067581375,0.17032410204410553,Medium
79,718066,34.12302,-118.22889,0.24232699,0.14012552911983653,0.15495648980140686,Medium
80,765164,34.07898,-118.28911,0.115211844,0.15311633338198802,0.2084423154592514,Medium
81,769431,34.15843,-118.45664,-0.9684963,0.5527660195591885,0.2056748867034912,Critical
82,769430,34.15818,-118.45658,-1.1017644,0.5929061450883083,0.23408745229244232,Critical
83,717610,34.17886,-118.39497,-0.093021736,0.2061012990804262,0.1985245645046234,Medium
84,767053,34.17091,-118.46775,-0.389825,0.2504743833017078,0.19312863051891327,High
85,767621,34.13486,-118.22969,0.2901595,0.11195445920303605,0.14017224311828613,Medium
86,772596,34.17126,-118.50495,-0.023956252,0.2250766311487374,0.227584108710289,Medium
87,772597,34.17109,-118.50495,-0.039742734,0.2706174281126843,0.2530979812145233,High
88,767350,34.18011,-118.47045,0.004430433,0.20289008903809663,0.16486744582653046,Medium
89,767351,34.18022,-118.47022,0.18008499,0.15734929207414977,0.15705636143684387,Medium
90,716571,34.2,-118.40337,0.27837285,0.11633338198803095,0.16326145827770233,Medium
91,773023,34.05773,-118.24348,-0.99436814,0.6514377463144067,0.19712981581687927,Critical
92,767585,34.16556,-118.22432,0.29094115,0.11618741789519778,0.1480942666530609,Medium
93,773024,34.05759,-118.24357,-0.04171133,0.21923806743541088,0.1788632869720459,Medium
94,717483,34.11684,-118.33698,-0.04799421,0.23733761494672312,0.1587466448545456,Medium
95,718379,34.14224,-118.27812,-0.3348447,0.29397168296599036,0.23190557956695557,High
96,717481,34.10634,-118.32826,-0.12882367,0.27236899722668223,0.31066083908081055,High
97,717480,34.10478,-118.32497,0.06453653,0.22741205663406802,0.174016073346138,Medium
98,717486,34.12974,-118.34809,-0.21092913,0.23631586629689097,0.16957348585128784,Medium
99,764120,34.20164,-118.40366,0.3319138,0.0983797985695519,0.12546104192733765,Low
100,772151,34.16928,-118.49872,-0.28110594,0.3262297474821194,0.27060064673423767,High
101,718371,34.09017,-118.23849,-0.24258155,0.3057947744854766,0.2103477120399475,High
102,717489,34.13876,-118.36438,-0.2764929,0.2510582396730404,0.1752040982246399,High
103,717488,34.13561,-118.36006,0.0214589,0.20975040140125528,0.1893845945596695,Medium
104,717818,34.1722,-118.46753,0.121797115,0.15749525616698293,0.17648378014564514,Medium
105,718076,34.16339,-118.2253,0.16057022,0.15676543570281712,0.18349425494670868,Medium
106,718072,34.1491,-118.2257,0.053939726,0.16610713764413954,0.19380076229572296,Medium
107,767455,34.14347,-118.22704,0.36457568,0.09867172675521822,0.1260213851928711,Low
108,767454,34.14352,-118.22733,0.30410352,0.120858268865859,0.15994878113269806,Medium
109,761599,34.14226,-118.27786,-0.29143775,0.20858268865858998,0.18152549862861633,Medium
110,717099,34.15648,-118.24674,0.23131812,0.12684279667201867,0.15505748987197876,Medium
111,773916,34.15247,-118.2852,-0.005645809,0.23120712304773025,0.19901837408542633,Medium
112,716968,34.16588,-118.29809,-0.2258144,0.31177930229163625,0.2271767556667328,High
113,769467,34.15451,-118.39699,-0.1627816,0.2690118230915195,0.2474098801612854,High
114,717576,34.15559,-118.2957,0.19583984,0.1303459349000146,0.1693902462720871,Medium
115,717573,34.15384,-118.325,0.073155515,0.17559480367829514,0.17441816627979279,Medium
116,717572,34.15351,-118.32751,0.058367178,0.16756677857247118,0.20209798216819763,Medium
117,717571,34.15326,-118.35921,0.040690575,0.24040286089621954,0.18785780668258667,Medium
118,717570,34.15302,-118.35921,0.2647146,0.11326813603853451,0.15584821999073029,Medium
119,764760,34.13401,-118.35506,0.050173674,0.23412640490439351,0.16074220836162567,Medium
120,718089,34.12769,-118.27372,-0.26457196,0.31236315866296893,0.2487206757068634,High
121,769847,34.20983,-118.22351,-0.12769133,0.1868340388264487,0.19374743103981018,Medium
122,717608,34.17154,-118.38812,0.13837638,0.17209166545029922,0.17042763531208038,Medium
123,767523,34.11439,-118.24209,0.33201867,0.10115311633338199,0.133881077170372,Medium
124,716942,34.0593,-118.21451,-0.3335545,0.2803970223325062,0.24541297554969788,High
125,718090,34.14847,-118.27969,-0.38015723,0.2687198949058532,0.24871377646923065,High
126,769867,34.21846,-118.23931,-0.1227883,0.20391183768792878,0.23273427784442902,Medium
127,717472,34.10045,-118.31601,-0.3503512,0.3549846737702525,0.3290185034275055,High
128,717473,34.10054,-118.31581,0.06298246,0.2037658735950956,0.1741660088300705,Medium
129,759591,34.11521,-118.26825,-0.07988788,0.16727485038680484,0.17764632403850555,Medium
130,764781,34.16037,-118.47012,-0.21390407,0.3060867026711429,0.23418238759040833,High
131,765099,34.16378,-118.47224,-0.29532644,0.32710553203911835,0.21411696076393127,High
132,762329,34.13904,-118.22862,0.23068292,0.13516274996350897,0.15724961459636688,Medium
133,716953,34.09458,-118.24279,-0.16476312,0.26404904393519196,0.20910724997520447,High
134,716951,34.08581,-118.23182,-0.21604387,0.33236023938111225,0.22808881103992462,High
135,767509,34.11059,-118.24819,0.14625722,0.1118084951102029,0.16718690097332,Medium
136,765182,34.06491,-118.25126,0.054953422,0.21354546781491754,0.1737511307001114,Medium
137,769358,34.15679,-118.42222,-0.3367618,0.3377609108159393,0.25176501274108887,High
138,772513,34.06871,-118.23661,-0.3038185,0.3219967887899577,0.18612748384475708,High
139,716958,34.11167,-118.26501,-0.42098325,0.3770252517880601,0.25704705715179443,High
140,718496,34.15403,-118.34232,-0.31195432,0.2567508392935338,0.29251882433891296,High
141,769346,34.15677,-118.40424,-0.21887964,0.3960005838563713,0.2384043037891388,High
142,773904,34.15641,-118.30266,-0.15209566,0.2393811122463874,0.19054754078388214,Medium
143,718499,34.15469,-118.31253,-0.108051606,0.1685885272223033,0.1942119002342224,Medium
144,764853,34.06461,-118.25102,-0.9044987,0.5799153408261568,0.22743362188339233,Critical
145,761003,34.15546,-118.30841,0.13246122,0.19909502262443438,0.17197023332118988,Medium
146,717502,34.16521,-118.47484,-0.2666712,0.32798131659611734,0.22994133830070496,High
147,759602,34.12199,-118.27178,-0.041488063,0.1532622974748212,0.1676959991455078,Medium
148,717504,34.16519,-118.49166,-0.23598146,0.34549700773609693,0.2732451856136322,High
149,763995,34.21979,-118.40931,-0.06394251,0.2671142898846884,0.20131227374076843,High
150,717508,34.17112,-118.51814,-0.35944566,0.3700189753320683,0.2716224491596222,High
151,765265,34.18529,-118.47395,-0.18933825,0.18946139249744562,0.17948637902736664,Medium
152,773996,34.14511,-118.21587,0.092936605,0.10903517734637279,0.14773336052894592,Medium
153,773995,34.14483,-118.21587,0.15820156,0.10407239819004525,0.1535538285970688,Medium
154,717469,34.0971,-118.31366,-0.20713256,0.21573492920741497,0.17024993896484375,Medium
155,717468,34.09699,-118.31381,-0.4705211,0.3593635965552474,0.2560917139053345,High
156,764106,34.17169,-118.38801,-0.12961993,0.1445044519048314,0.14278358221054077,Medium
157,717465,34.09373,-118.30907,-0.04048032,0.21310757553641804,0.1884303241968155,Medium
158,764794,34.16028,-118.46808,-0.21373944,0.31893154284046127,0.22777290642261505,High
159,717466,34.09359,-118.30918,-0.42247847,0.40140125529119836,0.2750225365161896,Critical
160,717461,34.08558,-118.30174,-0.9258624,0.5857539045394833,0.25275540351867676,Critical
161,717460,34.08571,-118.30161,-0.18234794,0.2698876076485185,0.17765600979328156,High
162,717463,34.09004,-118.3059,0.104164794,0.19734345351043645,0.18063396215438843,Medium
163,717462,34.08993,-118.30607,-0.53209835,0.47248576850094876,0.2747949957847595,Critical
164,769345,34.15655,-118.40441,-0.24262176,0.31104948182747044,0.23440521955490112,High
165,716943,34.05987,-118.21492,-0.45281938,0.29835060575098526,0.2938622236251831,High
166,772669,34.07828,-118.22834,-0.15480737,0.27382863815501385,0.2363482266664505,High
167,717582,34.15646,-118.26092,0.30870917,0.11078674646037075,0.1385774165391922,Medium
168,717583,34.15627,-118.25506,0.17665085,0.17238359363596556,0.16404211521148682,Medium
169,717580,34.1562,-118.26359,0.21016139,0.13297328857101154,0.16457302868366241,Medium
170,716949,34.08406,-118.22974,-0.30657586,0.27718581229017664,0.23537594079971313,High
171,717587,34.15402,-118.23893,0.29278544,0.0979419062910524,0.13169556856155396,Low
172,772178,34.16903,-118.49885,-0.27090967,0.3199532914902934,0.2682395279407501,High
173,717585,34.15564,-118.24188,0.26784745,0.09750401401255292,0.13010339438915253,Low
174,716939,34.04301,-118.21724,-0.7758284,0.49087724419792733,0.2578594982624054,Critical
175,768469,34.13583,-118.35993,0.011636825,0.22960151802656548,0.21341407299041748,Medium
176,764101,34.16421,-118.38246,0.08245928,0.20405780178076194,0.17854082584381104,Medium
177,767554,34.11966,-118.23143,0.114684485,0.09896365494088455,0.1353030502796173,Low
178,773975,34.14584,-118.22251,0.20693302,0.11005692599620494,0.1526796519756317,Medium
179,773974,34.14559,-118.22251,-0.13906701,0.1303459349000146,0.1555355042219162,Medium
180,717510,34.17128,-118.51976,-0.51985466,0.32798131659611734,0.2568063735961914,High
181,717513,34.17339,-118.5368,-0.49739748,0.32973288571011533,0.23713552951812744,High
182,717825,34.22164,-118.47307,0.18051863,0.1544300102174865,0.1837107092142105,Medium
183,767495,34.10377,-118.24992,0.29115337,0.12319369435118961,0.16276317834854126,Medium
184,767494,34.10377,-118.24962,0.20757087,0.0991096190337177,0.13756230473518372,Low
185,717821,34.20112,-118.47361,0.10763487,0.14786162603999417,0.18453723192214966,Medium
186,717823,34.20264,-118.47326,0.08004102,0.16888045540796964,0.1871183067560196,Medium
187,717458,34.08265,-118.29755,-0.83794117,0.5581666909940155,0.25632357597351074,Critical
188,717459,34.08294,-118.29729,0.054499347,0.18157933148445482,0.20053687691688538,Medium
189,769926,34.21356,-118.23113,-0.041325174,0.16552328127280688,0.17005062103271484,Medium
190,764858,34.1527,-118.3754,-0.02647693,0.22712012844840168,0.24558725953102112,Medium
191,717450,34.07488,-118.27362,-0.5768827,0.601663990658298,0.2654082775115967,Critical
192,717452,34.07502,-118.27356,-0.064830355,0.1986571303459349,0.19642379879951477,Medium
193,717453,34.07696,-118.28093,-0.70641375,0.6241424609546051,0.2397904247045517,Critical
194,759772,34.17115,-118.30539,-0.19042158,0.23208290760472924,0.24828489124774933,Medium
195,717456,34.08102,-118.29325,0.104630604,0.20405780178076194,0.22329330444335938,Medium
196,771673,34.07787,-118.22871,-1.346218,0.9979565027003358,0.17209509015083313,Critical
197,772167,34.16526,-118.47985,-0.8929578,0.8503868048460079,0.20519070327281952,Critical
198,769372,34.1027,-118.3173,0.07827973,0.21106407823675377,0.17692483961582184,Medium
199,774204,34.15397,-118.34172,-0.14426257,0.2227412056634068,0.2012382298707962,Medium
200,769806,34.19638,-118.18442,0.19939145,0.10553203911837689,0.15518002212047577,Medium
201,717590,34.14929,-118.23182,0.2660416,0.11852284338052839,0.14918674528598785,Medium
202,717592,34.14604,-118.2243,0.13352637,0.09852576266238505,0.14447320997714996,Low
203,717595,34.14163,-118.1829,0.32889313,0.10436432637571158,0.13378280401229858,Medium
204,772168,34.16542,-118.47985,-0.102054775,0.2796672018683404,0.1782120317220688,High
205,718141,34.15133,-118.37456,0.15532188,0.1634797839731426,0.23565571010112762,Medium
206,769373,34.10262,-118.31747,-0.30405656,0.27616406364034446,0.2320181280374527,High
